id,Title,Keywords
48,"Data, methods, and metrics for studying student persistence","applications, community/education, persistence metrics, intersectionality, longitudinal"
33,A closer look at UK MOT results - Why does my car always fail?,applications
15,The Second Wing of Polls: How Multiple Correspondence Analysis using R Advances Exploring Associated Attitudes in Smaller-Data,applications
71,Modelling Rift Valley Fever,"models, applications, community/education"
