id,Title,Keywords
144,USING AUSTRALIAN RULES FOOTBALL TO BROADEN THE APPEAL OF R AND STATISTICS AMONG YOUTH AND PUBLIC WITHOUT A STEM BACKGROUND,"visualisation, models, applications, reproducibility, community/education, interfaces"
174,CricketData: An R package for international cricket data,"visualisation, data mining, applications, web app, reproducibility"
