id,Title,Keywords
74,The Minard Paradox,visualisation
158,Interactive Graphics for Visually Diagnosing Forest Classifiers in R,"visualisation, data mining, web app"
141,Rjs: Going hand in hand with Javascript,"visualisation, interfaces, JavaScript"
